glyph_id,modern_char,unicode,char_form,encoding_status,pinyin,n_points,n_strokes,stroke
657,面,9762,in_simplified_set,unicode_encoded,mian,48,4,"48,-64,0,-8,8,-2,-8,13,-14,9,1,6,3,-7,8,-7,8,-64,0,-3,3,0,-5,9,-9,7,-5,3,0,-3,2,-64,0,1,-5,0,-1,2,0,-64,0,2,-5,5,-6,6,-3,-64,-64,,,,,,"
658,首,9996,in_simplified_set,unicode_encoded,shou,58,5,"58,-64,0,-3,-11,10,-6,14,4,5,5,1,4,-4,-4,3,-2,-2,-11,-64,0,0,-17,2,-12,3,-9,-64,0,5,-15,7,-11,6,-8,-64,0,10,-13,12,-9,11,-4,-64,0,4,-3,7,-3,7,0,5,1,2,-1,4,-3,-64,-64,,,,,,"
659,彡,5F61,in_simplified_set,unicode_encoded,shan,26,4,"26,-64,0,0,-16,12,-5,-64,0,-2,-10,12,1,-64,0,-3,-3,11,6,-64,0,-4,4,11,13,-64,-64,,,,,,"
660,文,6587,in_simplified_set,unicode_encoded,wen,48,6,"48,-64,0,-5,-6,3,-13,2,-17,-64,0,2,-14,14,-7,-64,0,0,-9,5,2,8,9,8,18,-64,0,8,-11,4,0,-1,5,-3,16,-64,0,3,-10,6,-6,-64,0,6,-12,3,-4,-64,-64,,,,,,"
661,后,540E,in_simplified_set,unicode_encoded,hou,90,12,"90,-64,0,-3,-15,-9,-10,-64,0,2,-13,-10,-7,-9,-1,-64,0,-6,-12,-3,-7,-4,-1,-7,4,-4,11,-64,0,-12,-1,1,-8,2,-14,-64,0,-7,-8,-5,-5,-64,0,-1,-10,1,-8,-64,0,-2,1,7,-4,-64,0,2,-7,2,3,-64,0,-1,4,0,9,7,7,6,1,-1,4,-64,0,-2,11,-2,15,-64,0,3,11,4,15,-64,0,8,4,10,7,-64,-64,,,,,,"
662,司,53F8,in_simplified_set,unicode_encoded,si,34,4,"34,-64,0,0,-17,10,-9,10,11,-64,0,2,-10,11,-1,-64,0,-3,-1,-2,6,2,7,6,4,4,-3,-64,0,-3,1,5,1,-64,-64,,,,,,"
663,卩,5369,in_simplified_set,unicode_encoded,jie,28,2,"28,-64,0,2,-18,8,-2,1,2,-3,3,-3,9,8,4,7,10,4,14,-64,0,4,-12,0,-6,1,2,-64,-64,,,,,,"
664,令,4EE4,in_simplified_set,unicode_encoded,ling,38,4,"38,-64,0,-3,-7,5,-18,14,-9,-64,0,0,-11,11,-13,-64,0,5,-8,8,3,0,8,0,11,9,7,8,11,5,15,-64,0,5,-5,2,7,-64,-64,,,,,,"
665,转,8F6C,traditional_or_variant,unicode_encoded,zhuan,48,4,"48,-64,0,-1,-14,-5,-4,-4,0,1,4,1,8,-6,3,-4,8,-2,13,-64,0,-1,-13,-1,2,-64,0,6,-17,4,-9,4,-1,9,4,7,8,2,3,6,12,-64,0,5,-12,9,3,-64,-64,,,,,,"
666,印,5370,in_simplified_set,unicode_encoded,yin,46,5,"46,-64,0,-3,-18,-2,-13,-4,-8,-1,-1,-64,0,-2,-14,2,-12,-64,0,-3,-9,0,-7,-64,0,1,-10,5,5,-4,8,-4,12,6,8,1,15,-64,0,2,-6,0,0,-1,7,-64,-64,,,,,,"
667,卯,536F,in_simplified_set,unicode_encoded,mao,60,6,"60,-64,0,-7,-14,3,-16,-64,0,-1,-18,-5,-4,0,0,1,6,-7,0,-5,5,-3,10,-64,0,-2,-14,1,-9,0,-1,-64,0,4,-15,12,-15,-64,0,8,-17,11,-3,5,-1,8,5,11,1,10,7,-64,0,9,-11,6,-7,6,-2,-64,-64,,,,,,"
668,卿,537F,in_simplified_set,unicode_encoded,qing,102,11,"102,-64,0,3,-10,0,-5,4,-2,6,-7,3,-10,-64,0,0,-5,6,-6,-64,0,-5,-15,2,-14,2,-12,-6,-12,-64,0,-1,-14,-7,-2,-3,0,-2,5,-7,2,-5,10,-64,0,-4,-9,-2,-5,-3,-1,-64,0,2,-3,1,2,-64,0,4,-2,5,2,-64,0,-2,2,8,3,-64,0,11,-15,5,-14,5,-11,12,-11,-64,0,8,-15,12,-1,8,2,7,6,12,2,9,13,-64,0,9,-9,8,-4,9,1,-64,-64,,,,,,"
669,辟,8F9F,in_simplified_set,unicode_encoded,pi,60,7,"60,-64,0,5,-4,4,1,9,1,9,-3,5,-4,-64,0,0,-12,2,1,-4,4,-4,10,3,5,1,12,-64,0,0,-9,-2,2,-64,0,4,-15,17,-14,-64,0,7,-7,15,-7,-64,0,7,-15,10,-8,-64,0,13,-14,10,-7,10,7,-64,-64,,,,,,"
670,勹,52F9,in_simplified_set,unicode_encoded,bao,50,5,"50,-64,0,-1,-16,1,-13,3,-17,-64,0,1,-13,0,-7,5,-10,-64,0,7,-15,9,-8,-64,0,9,-11,11,-14,-64,0,0,2,-2,-2,6,-3,10,-1,10,3,4,7,5,11,10,8,9,13,-64,-64,,,,,,"
671,旬,65EC,in_simplified_set,unicode_encoded,xun,26,2,"26,-64,0,-3,-16,12,-14,-64,0,2,-19,10,-1,3,10,-5,4,-5,0,-3,-6,2,-4,0,3,-64,-64,,,,,,"
672,勽,52FD,in_simplified_set,unicode_encoded,bao,32,3,"32,-64,0,5,-16,-2,-7,5,10,12,3,13,-7,5,-16,-64,0,5,-12,9,-2,5,0,7,5,-64,0,6,-8,1,-1,-64,-64,,,,,,"
673,苟,82DF,in_simplified_set,unicode_encoded,gou,30,3,"30,-64,0,-3,-19,0,-13,4,-20,-64,0,0,-13,3,1,-5,5,-4,10,5,5,3,13,-64,0,0,-13,-4,4,-64,-64,,,,,,"
674,鬼,9B3C,in_simplified_set,unicode_encoded,gui,46,5,"46,-64,0,1,-17,0,-11,2,-7,11,-9,12,-14,11,-18,1,-17,-64,0,0,-13,12,-13,-64,0,5,-18,6,-9,-64,0,6,-7,10,0,6,3,6,12,-64,0,7,-6,0,3,-64,-64,,,,,,"
675,鬽,9B3D,in_simplified_set,unicode_encoded,mei,72,9,"72,-64,0,-2,-14,7,-14,7,-6,-2,-6,-2,-14,-64,0,-2,-10,7,-10,-64,0,3,-14,3,-7,-64,0,2,-6,0,4,6,7,4,12,-3,6,-1,13,-64,0,2,-5,8,0,4,5,-64,0,2,-18,3,-16,-64,0,8,-18,10,-14,-64,0,10,-11,12,-5,-64,0,8,-5,9,-3,-64,-64,,,,,,"
676,甶,7536,in_simplified_set,unicode_encoded,fu,26,3,"26,-64,0,4,-15,4,11,-64,0,4,11,-5,-2,4,-15,13,-2,4,10,-64,0,-5,-3,12,-2,-64,-64,,,,,,"
677,畏,754F,in_simplified_set,unicode_encoded,wei,58,7,"58,-64,0,-1,-10,-2,-2,8,-2,8,-10,-1,-9,-64,0,-2,-5,8,-5,-64,0,2,-9,3,-2,-64,0,-6,-16,-5,5,-64,0,-6,-13,-1,-12,-64,0,-5,-1,-1,1,-1,7,-64,0,-4,4,3,-1,7,3,4,7,4,15,-64,-64,,,,,,"
678,山,5C71,in_simplified_set,unicode_encoded,shan,20,1,"20,-64,0,-9,2,12,2,11,-12,5,1,0,-11,-3,1,-7,-7,-8,1,-64,-64,,,,,,"
679,嵒,5D52,in_simplified_set,unicode_encoded,yan,68,8,"68,-64,0,-2,-18,-3,-11,2,-9,4,-17,-64,0,-2,-16,3,-15,-64,0,-10,-7,-8,1,-4,-2,-6,-9,-64,0,-10,-4,-6,-6,-64,0,6,-8,4,-3,9,1,11,-5,-64,0,6,-6,10,-3,-64,0,0,-10,0,8,-64,0,-6,-1,-5,6,3,8,5,5,6,-2,-64,-64,,,,,,"
680,庭,5EAD,in_simplified_set,unicode_encoded,ting,62,7,"62,-64,0,3,-17,-5,-11,-6,8,-64,0,3,-17,12,-9,12,10,-64,0,2,-10,7,-6,8,2,6,8,-2,10,-64,0,4,-8,3,-3,-3,-1,-64,0,2,-3,6,4,-64,0,-2,1,-2,5,-2,7,3,6,2,0,-64,0,-1,3,2,3,-64,-64,,,,,,"
681,廣,5EE3,in_simplified_set,unicode_encoded,guang,62,7,"62,-64,0,4,-17,-5,-12,-6,7,-64,0,5,-17,12,-9,11,7,-64,0,0,-8,5,-12,7,-9,-64,0,5,-12,4,-1,-64,0,0,-7,0,0,8,0,8,-7,0,-6,-64,0,0,-4,8,-4,-64,0,0,7,1,4,4,-1,7,3,7,9,-64,-64,,,,,,"
682,龐,9F90,in_simplified_set,unicode_encoded,pang,86,10,"86,-64,0,6,-19,-5,-12,-5,9,-64,0,6,-19,16,-14,-64,0,6,-15,11,-15,-64,0,6,-11,11,-12,-64,0,7,-15,8,-11,-64,0,11,-15,9,-11,-64,0,9,-11,8,-8,-64,0,3,-3,5,0,5,-2,6,-8,3,-7,0,0,7,4,2,11,0,6,-64,0,6,-8,10,-8,11,-8,12,-2,14,-1,15,-5,-64,0,6,-6,12,-5,-64,-64,,,,,,"
683,厂,5382,in_simplified_set,unicode_encoded,chang,16,2,"16,-64,0,11,-11,-6,-10,-6,14,-64,0,3,-11,-4,4,-64,-64,,,,,,"
684,石,77F3,in_simplified_set,unicode_encoded,shi,40,5,"40,-64,0,-3,-13,14,-12,14,14,-64,0,3,-13,13,2,-64,0,13,1,6,3,13,9,-64,0,-4,-4,-4,6,4,6,4,-4,-64,0,-4,-1,5,-1,-64,-64,,,,,,"
685,磬,78EC,in_simplified_set,unicode_encoded,qing,74,10,"74,-64,0,-4,-10,5,-12,-64,0,-4,-10,-4,6,-64,0,-3,-15,-1,-11,-64,0,-1,-16,-1,-12,-1,-12,-64,0,2,-16,-1,-12,-64,0,2,-11,-4,-3,-64,0,5,-8,3,-4,4,1,0,7,-64,0,5,-8,6,-5,4,0,-64,0,3,3,6,7,6,12,6,13,-64,0,6,4,2,8,-64,-64,,,,,,"
686,長,9577,in_simplified_set,unicode_encoded,zhang,62,9,"62,-64,0,-6,-5,7,-5,-64,0,-2,-15,5,-15,-64,0,-2,-15,-3,-6,-64,0,1,-12,4,-12,-64,0,1,-12,1,-5,-64,0,1,-4,0,-1,-6,4,-64,0,1,-2,3,2,1,6,3,13,-64,0,-3,2,-2,6,-64,0,-4,5,-4,10,-64,-64,,,,,,"
687,勿,52FF,in_simplified_set,unicode_encoded,wu,36,5,"36,-64,0,4,-12,1,-7,7,8,4,13,-64,0,6,7,0,11,-64,0,-1,-10,-4,-6,-64,0,-2,-2,-7,3,-64,0,0,4,-5,10,-64,-64,,,,,,"
688,昜,661C,in_simplified_set,unicode_encoded,yang,48,7,"48,-64,0,-7,-1,9,-1,-64,0,-3,-11,-3,-5,-64,0,-3,-12,6,-12,-64,0,7,-11,6,-5,-64,0,-2,-5,5,-5,-64,0,0,-9,3,-9,-64,0,0,-1,0,8,3,13,3,13,-64,-64,,,,,,"
689,冄,5184,in_simplified_set,unicode_encoded,ran,70,10,"70,-64,0,0,-11,-4,-4,-7,10,-64,0,-6,4,-10,8,-64,0,-5,4,-2,7,-64,0,-6,-3,-5,-1,-2,-2,-64,0,-6,-8,-2,-5,-64,0,1,-5,3,-5,5,-8,-64,0,2,-2,7,-2,-64,0,0,-10,5,-2,7,9,-64,0,5,3,1,7,-64,0,6,3,9,5,-64,-64,,,,,,"
690,而,800C,in_simplified_set,unicode_encoded,er,52,6,"52,-64,0,-7,-9,0,-8,9,-10,-64,0,-6,-8,-8,0,-64,0,-3,-8,-3,-1,-5,2,-5,10,-64,0,0,-8,1,-1,0,3,1,14,-64,0,4,-9,6,-3,5,7,-64,0,7,-10,10,-4,8,2,-64,-64,,,,,,"
691,豕,8C55,in_simplified_set,unicode_encoded,shi,66,10,"66,-64,0,5,-12,0,-7,-3,0,-3,12,-64,0,-4,-8,6,-8,-64,0,-5,-6,-1,-6,-64,0,-5,-3,-2,-3,-64,0,-5,-1,-2,-1,-64,0,1,-7,8,1,-64,0,8,-1,8,3,-64,0,1,-6,-1,6,-64,0,-2,7,5,12,-64,0,5,9,5,12,-64,-64,,,,,,"
692,豰,8C70,in_simplified_set,unicode_encoded,bo,54,8,"54,-64,0,0,-13,0,-3,-5,0,-64,0,-4,-12,0,-9,-64,0,3,-13,0,-10,-64,0,1,-3,5,0,-64,0,-5,1,-4,11,-64,0,-5,2,5,2,5,2,-64,0,5,3,5,10,-64,0,-3,9,4,9,-64,-64,,,,,,"
693,豭,8C6D,in_simplified_set,unicode_encoded,jia,60,9,"60,-64,0,1,-16,7,-12,-64,0,7,-12,3,6,-64,0,-1,-12,11,-8,-64,0,-3,-11,-3,-4,-64,0,-3,-8,6,-6,-64,0,6,-6,9,4,5,15,-64,0,-1,0,0,-1,-1,5,-64,0,-3,3,-4,11,-64,0,-3,7,7,7,-64,-64,,,,,,"
694,豢,8C62,in_simplified_set,unicode_encoded,huan,84,12,"84,-64,0,-5,-9,6,-12,-64,0,5,-17,6,3,2,12,-64,0,1,-14,9,-13,-64,0,-3,-1,-9,9,-64,0,-3,-1,6,-2,-64,0,-2,-8,-2,6,-64,0,-7,-2,-5,5,-64,0,-4,8,6,3,-64,0,0,-6,1,-3,1,5,1,5,-64,0,0,-7,3,-6,1,-3,-64,0,10,-3,11,3,7,11,-64,0,7,0,12,13,-64,-64,,,,,,"
695,豩,8C69,in_simplified_set,unicode_encoded,bin,68,10,"68,-64,0,-5,-10,1,-6,-64,0,-2,-12,-1,4,-2,13,-64,0,-2,-6,-7,-1,-64,0,-5,-2,-3,6,-64,0,-8,9,-3,7,-64,0,8,-13,7,-7,2,0,-64,0,4,-10,12,-4,-64,0,5,-2,4,4,-64,0,8,-7,7,11,-64,0,3,5,2,5,7,6,-64,-64,,,,,,"
696,彘,5F58,in_simplified_set,unicode_encoded,zhi,70,8,"70,-64,0,1,-14,10,-11,-64,0,4,-18,4,-12,-5,-7,-64,0,3,-11,0,-2,1,4,-64,0,-4,-4,-6,-1,-3,1,-64,0,-6,-1,7,-3,10,-4,12,-1,-64,0,3,-18,6,-11,5,5,5,8,0,12,0,13,-64,0,-5,7,5,5,-64,0,7,-3,9,-2,11,-4,-64,-64,,,,,,"
697,豚,8C5A,in_simplified_set,unicode_encoded,tun,86,11,"86,-64,0,0,-16,0,-10,-64,0,0,-17,5,-16,5,-11,-64,0,1,-11,5,-11,-64,0,1,-10,-2,1,-3,9,1,11,7,6,4,-6,9,-2,10,-5,4,-11,-64,0,2,-3,-1,5,-1,4,-64,0,2,-3,3,6,-64,0,1,1,3,3,-64,0,-6,-9,-1,-5,-64,0,-9,3,-4,7,-64,0,5,8,4,15,-64,0,5,9,7,13,-64,-64,,,,,,"
698,豸,8C78,in_simplified_set,unicode_encoded,zhi,42,6,"42,-64,0,-5,-13,7,-14,7,-8,-64,0,-4,-7,7,-8,-64,0,1,-13,1,-9,-64,0,4,-7,5,6,0,14,-64,0,4,-4,-2,1,-64,0,4,3,-2,7,-64,-64,,,,,,"
699,蛳,86F3,traditional_or_variant,unicode_encoded,si,88,11,"88,-64,0,0,-18,0,-11,-64,0,1,-18,4,-16,4,-12,4,-12,-64,0,1,-11,3,-11,-64,0,1,-13,3,-13,-64,0,4,-11,9,-6,10,-1,3,-2,3,-3,-64,0,4,-6,3,-3,5,0,4,5,7,10,3,15,-64,0,2,12,6,11,-64,0,6,11,6,13,-64,0,-1,-10,-2,-6,-8,-7,-64,0,-3,-5,-1,8,-64,0,-6,10,5,7,-64,-64,,,,,,"
700,易,6613,in_simplified_set,unicode_encoded,yi,38,5,"38,-64,0,4,-17,-6,-6,-4,3,5,14,-64,0,-7,-7,-11,0,-4,5,-64,0,3,-13,10,-6,-64,0,1,-4,7,1,-64,0,2,4,7,8,-64,-64,,,,,,"
701,象,8C61,in_simplified_set,unicode_encoded,xiang,80,6,"80,-64,0,9,-13,12,-13,12,-16,4,-16,-5,-14,-6,-10,-3,-8,1,-10,5,-10,7,-13,7,-13,-64,0,-1,-15,-3,-12,0,-9,-1,-4,-4,1,-1,9,5,13,-64,0,1,-14,2,-12,0,-9,2,-6,9,-4,-64,0,2,-5,5,-2,4,3,0,8,-64,0,0,8,10,9,9,9,-64,0,5,11,3,12,3,16,-64,-64,,,,,,"
702,馬,99AC,in_simplified_set,unicode_encoded,ma,102,12,"102,-64,0,-7,-14,0,-15,3,-14,7,-15,8,-16,8,-12,1,-10,-3,-10,-7,-14,-64,0,0,-16,0,-10,1,-6,0,-1,3,7,-64,0,3,-14,3,-10,4,-7,4,-1,7,7,1,15,-64,0,0,13,4,11,-64,0,4,11,4,15,-64,0,-6,5,-6,10,-64,0,-6,8,6,7,-64,0,-6,-8,-6,-4,-64,0,-6,-5,8,-6,-64,0,4,-9,6,-9,-64,0,5,-7,7,-7,-64,0,5,-3,8,-4,-64,-64,,,,,,"
703,驪,9A6A,in_simplified_set,unicode_encoded,li,122,20,"122,-64,0,-3,-13,-8,-6,-64,0,-5,-10,-4,11,-64,0,-7,-6,-5,-4,-64,0,-3,-7,-4,-4,-64,0,-5,3,-9,9,-64,0,-4,3,-1,6,-64,0,-1,-7,-2,1,-64,0,0,-7,0,5,-64,0,2,-13,3,-7,-64,0,2,-12,13,-13,-64,0,13,-13,4,-8,-64,0,4,-13,5,-10,-64,0,8,-13,9,-11,-64,0,6,-8,8,12,-64,0,6,-6,2,-1,-64,0,7,-7,9,-7,-64,0,8,-5,10,-4,-64,0,7,0,6,2,-64,0,7,5,3,8,-64,0,7,5,11,8,-64,-64,,,,,,"
704,駁,99C1,in_simplified_set,unicode_encoded,bo,88,13,"88,-64,0,-7,-12,-2,-7,-64,0,-2,-13,-4,-5,-64,0,-5,0,2,9,-64,0,-1,-1,-6,9,-64,0,0,-6,2,-12,8,-14,-64,0,9,-13,5,-8,0,-5,-64,0,2,-10,4,-9,-64,0,4,-12,6,-10,-64,0,6,-7,8,2,7,12,-64,0,6,-3,3,1,3,1,-64,0,7,-5,11,-2,-64,0,6,3,4,7,-64,0,8,2,11,7,-64,-64,,,,,,"
705,騽,9A3D,in_simplified_set,unicode_encoded,xi,146,22,"146,-64,0,-7,-12,-5,-6,-5,1,-64,0,-8,-8,-6,-6,-64,0,-7,-4,-8,-4,-6,-2,-64,0,-3,-12,-1,-7,-1,1,-64,0,-3,-8,-2,-7,-64,0,-3,-4,-1,-3,-64,0,-1,-13,3,-17,9,-16,8,-16,-64,0,-1,-13,5,-13,9,-16,-64,0,1,-15,4,-14,-64,0,5,-17,5,-14,-64,0,5,-12,1,-5,-64,0,5,-11,6,12,-64,0,5,-11,8,-9,-64,0,5,-7,9,-6,-64,0,5,-1,2,4,-64,0,6,4,2,9,-64,0,5,4,10,7,-64,0,-7,6,-2,3,-64,0,-1,3,0,7,-64,0,-6,9,0,7,-64,0,-7,7,-7,9,-64,0,-3,4,-3,7,-64,-64,,,,,,"
706,驅,9A45,in_simplified_set,unicode_encoded,qu,90,13,"90,-64,0,-5,-16,-2,-16,0,-14,-64,0,-2,-15,-6,-10,-64,0,-6,-9,-3,-8,-64,0,-3,-9,1,-13,-64,0,-3,-13,-2,-11,-64,0,-1,-10,0,-6,-3,-2,-64,0,0,-6,6,-5,-64,0,0,-5,5,-2,-64,0,8,-6,3,1,-64,0,9,-4,14,1,-64,0,11,-1,7,5,6,12,-64,0,7,7,10,10,10,15,-64,0,10,5,10,8,7,11,-64,-64,,,,,,"
707,馽,99BD,in_simplified_set,unicode_encoded,zhi,120,14,"120,-64,0,-6,-11,-6,-7,-10,-4,-64,0,-6,-8,-3,-4,-64,0,-6,-6,-6,-1,-8,1,-6,7,-5,12,-64,0,-6,-3,-3,1,-5,6,-64,0,-4,1,-7,3,-64,0,-8,7,-6,9,-64,0,-2,5,-5,9,-64,0,0,-16,1,-5,3,1,1,5,1,14,-64,0,0,-4,-3,-1,-64,0,2,-2,-2,0,-64,0,1,-8,7,-3,6,-1,10,0,10,3,12,8,-64,0,8,-3,9,-2,7,2,8,3,-64,0,-2,-13,3,-13,6,-9,6,-10,-64,0,-3,-12,1,-9,5,-8,-64,-64,,,,,,"
708,驤,9A64,traditional_or_variant,unicode_encoded,xiang,84,13,"84,-64,0,-4,-12,-3,-17,0,-14,-64,0,0,-14,3,-18,6,-13,-64,0,0,-14,0,-1,-64,0,-3,-11,-1,-10,-64,0,2,-12,1,-9,-64,0,-3,-8,-1,-6,-64,0,3,-9,0,-6,-64,0,-4,-1,-4,5,-64,0,-4,5,4,5,-64,0,5,-3,4,5,-64,0,0,2,0,15,-64,0,-3,7,0,10,-64,0,4,7,0,10,-64,-64,,,,,,"
709,廌,5ECC,in_simplified_set,unicode_encoded,zhi,58,8,"58,-64,0,-6,-17,-6,-14,-64,0,-6,-14,-1,-13,5,2,-3,8,-64,0,2,-5,-1,2,-64,0,-2,-18,-1,-13,-64,0,-1,-12,-5,-9,-5,-5,-64,0,1,-14,5,-10,-5,-5,-64,0,4,3,3,15,-64,0,3,9,6,12,-64,-64,,,,,,"
710,鹿,9E7F,in_simplified_set,unicode_encoded,lu,112,17,"112,-64,0,-5,-15,-6,-11,-64,0,-6,-11,-6,-11,0,-7,0,-7,-64,0,-8,-15,-6,-14,-64,0,-4,-15,-5,-13,-64,0,-1,-18,1,-14,-64,0,1,-14,-1,-10,-64,0,-2,-13,-1,-13,-64,0,3,-16,1,-15,-64,0,-6,-8,5,-11,-64,0,-6,-8,-6,-3,-64,0,-5,-3,0,-5,-64,0,-1,-10,-3,-5,-64,0,4,-10,1,-6,-64,0,0,-5,0,1,-64,0,-4,14,-3,3,10,-3,13,0,-64,0,10,-1,9,13,-64,0,-3,7,10,4,-64,-64,,,,,,"
711,麟,9E9F,in_simplified_set,unicode_encoded,lin,104,14,"104,-64,0,-7,-11,-5,-14,-2,-15,1,-12,1,-7,-4,0,1,2,6,2,-64,0,-5,-13,-3,-12,-3,-10,-64,0,-3,-11,-1,-13,-64,0,-6,-16,-5,-15,-64,0,-3,-19,-3,-16,-64,0,-1,-18,-2,-16,-64,0,1,-4,6,-2,5,11,-64,0,3,-4,7,-6,-64,0,4,-6,6,-3,-64,0,2,-2,-2,5,-64,0,3,-1,4,1,-64,0,-4,-1,-3,6,-5,13,-64,0,-6,10,-5,11,-64,0,4,13,6,12,-64,-64,,,,,,"
712,麐,9E90,in_simplified_set,unicode_encoded,lin,78,11,"78,-64,0,-7,-7,-4,-12,3,-15,-64,0,-6,-7,0,-9,3,-15,-64,0,-5,-13,-1,-9,-64,0,-2,-15,0,-11,-64,0,-1,-8,-3,-2,-6,4,-64,0,-1,-6,3,-5,11,-9,-64,0,9,-8,8,-1,-64,0,1,-1,-3,7,-64,0,1,-1,7,5,-64,0,4,5,-2,16,-2,15,-64,0,0,4,6,15,-64,-64,,,,,,"
713,麋,9E8B,in_simplified_set,unicode_encoded,mi,124,17,"124,-64,0,-9,-12,-6,-13,-4,-12,10,-13,-64,0,-2,-15,1,-15,2,-14,-64,0,5,-15,7,-15,7,-13,-64,0,-11,-7,-5,-12,-64,0,-12,-7,-5,-9,-5,-9,-64,0,-5,-12,-5,-9,-64,0,-10,-5,-7,-4,-4,-7,-64,0,-5,-9,-2,-4,-4,2,-7,15,-64,0,-5,9,-3,12,-64,0,-4,5,1,7,6,5,-64,0,-3,2,8,1,12,5,-64,0,9,2,9,6,-64,0,9,2,12,1,-64,0,7,1,7,13,-64,0,7,9,10,12,-64,0,-2,-6,7,-12,-64,0,1,-12,1,-10,-64,-64,,,,,,"
714,麇,9E87,in_simplified_set,unicode_encoded,jun,102,14,"102,-64,0,-5,-11,2,-16,-64,0,-5,-12,-5,-7,-64,0,-4,-7,1,-10,-64,0,-1,-13,0,-11,-64,0,2,-16,1,-11,-64,0,-2,-13,-2,-10,0,-6,-5,0,-4,3,-7,9,-64,0,-6,7,-7,7,-64,0,-5,6,-5,8,-64,0,-5,-1,5,-2,8,-5,-64,0,6,-3,10,0,-64,0,6,-3,6,5,-64,0,-3,2,6,0,-64,0,-2,9,-1,4,0,6,0,14,-3,17,-64,0,-1,10,3,14,-64,-64,,,,,,"
715,麑,9E91,in_simplified_set,unicode_encoded,ni,70,9,"70,-64,0,-6,-14,-6,-6,-64,0,-6,-14,7,-17,-64,0,7,-16,1,-10,-5,-6,-64,0,1,-16,-1,-9,1,-5,-4,0,-5,10,-64,0,1,-15,2,-12,-64,0,-3,0,8,-3,12,-1,-64,0,-4,2,3,4,7,2,6,2,-64,0,8,-3,8,10,-64,0,8,7,10,9,-64,-64,,,,,,"
716,麀,9E80,in_simplified_set,unicode_encoded,you,72,8,"72,-64,0,-2,-18,-3,-15,2,-8,10,-4,-64,0,1,-19,3,-16,2,-13,4,-10,-64,0,-6,-13,6,-13,8,-11,-64,0,-6,-13,-2,-9,8,-11,-64,0,0,-7,-2,-3,-1,-1,-4,3,-4,12,-64,0,4,-4,-1,5,4,12,-64,0,6,-1,5,1,5,8,-64,0,3,7,5,3,-64,-64,,,,,,"
717,麤,9EA4,in_simplified_set,unicode_encoded,cu,166,24,"166,-64,0,-9,-6,-6,-4,-64,0,-9,-4,-7,-5,-64,0,-5,-6,-7,-5,-64,0,-9,0,-3,-5,-64,0,-9,0,-6,0,-2,-3,-2,-3,-64,0,-6,-3,-5,-1,-64,0,-4,-4,-4,-2,-64,0,-5,0,-4,4,-7,11,-64,0,-4,2,0,4,-64,0,-4,5,-1,6,-64,0,0,1,0,9,0,1,1,9,-64,0,-1,-14,2,-9,2,-9,-64,0,1,-15,-2,-10,-64,0,2,-13,3,-12,-64,0,5,-16,4,-11,-64,0,7,-15,5,-14,-64,0,-2,-6,1,-9,9,-10,-64,0,-1,-5,4,-5,8,-9,-64,0,1,-8,2,-6,-64,0,4,-9,4,-7,-64,0,3,-5,5,1,3,7,-64,0,5,0,12,3,-64,0,5,3,9,6,-64,0,13,0,10,5,11,10,-64,-64,,,,,,"
718,兔,5154,in_simplified_set,unicode_encoded,tu,70,8,"70,-64,0,-2,-16,6,-11,-64,0,-6,-13,-2,-7,6,-10,-64,0,-3,-11,0,-15,-64,0,-1,-7,-5,-2,-6,3,-5,10,1,12,9,7,-64,0,4,-9,1,-5,0,0,4,9,-64,0,5,-10,8,-4,7,-1,5,-2,1,-6,-64,0,-8,-4,-6,-3,-64,0,-9,10,-6,9,-64,-64,,,,,,"
719,逸,9038,in_simplified_set,unicode_encoded,yi,62,9,"62,-64,0,-5,-18,2,-15,1,-11,-64,0,-7,-14,1,-11,-64,0,-2,-16,-2,-13,-64,0,1,-11,-5,-7,-64,0,0,-10,3,-4,-64,0,-3,-8,0,-1,-64,0,3,-6,3,-4,-2,2,-64,0,-1,5,6,7,-64,0,2,3,8,12,7,1,-64,-64,,,,,,"
720,犬,72AC,in_simplified_set,unicode_encoded,quan,60,8,"60,-64,0,-4,-14,7,-10,-64,0,0,-16,0,-10,4,-3,5,7,0,13,1,16,5,12,-64,0,-8,-8,2,-7,-64,0,-1,-7,-1,6,-64,0,-1,-1,4,-1,-64,0,-1,2,4,2,-64,0,1,-7,2,6,-64,0,-8,5,5,7,-64,-64,,,,,,"
721,尨,5C28,in_simplified_set,unicode_encoded,mang,66,9,"66,-64,0,-3,-12,9,-9,-64,0,2,-16,3,-7,-5,0,-64,0,3,-7,7,8,-64,0,-1,-4,-1,2,3,7,3,7,-64,0,5,5,-1,10,-64,0,7,7,2,12,5,17,9,12,-64,0,-4,1,-6,4,-64,0,-3,5,-5,8,-64,0,-1,7,-3,11,-64,-64,,,,,,"
722,圻,573B,traditional_or_variant,unicode_encoded,qi,66,7,"66,-64,0,0,-17,-2,-14,1,-13,-64,0,-1,-15,5,-15,7,-12,6,-8,7,-1,5,2,5,7,-64,0,-2,-9,4,-4,-64,0,2,-11,0,-4,1,4,2,7,-1,10,-1,12,3,10,-64,0,-7,-5,-1,-4,-64,0,-2,-3,-3,4,-64,0,-7,5,1,5,-64,-64,,,,,,"
